image_path,source_dataset,source_class,canonical_class,crop,original_filename
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0044.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0044.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0045.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0045.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0047.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0047.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0048.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0048.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0049.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0049.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0053.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0053.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0057.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0057.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0059.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0059.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0061.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0061.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0063.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0063.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0064.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0064.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0073.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0073.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0074.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0074.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0080.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0080.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0081.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0081.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0086.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0086.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0087.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0087.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0092.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0092.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0106.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0106.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0107.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0107.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0125.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0125.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0130.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0130.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0132.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0132.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0149.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0149.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0150.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0150.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0165.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0165.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0183.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0183.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0196.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0196.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0204.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0204.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0212.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0212.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0249.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0249.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Bing_0295.jpg,plantseg,plum brown rot Bing ,Plum - plum brown rot Bing ,Plum,plum_brown_rot_Bing_0295.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Google_0035.jpg,plantseg,plum brown rot Google ,Plum - plum brown rot Google ,Plum,plum_brown_rot_Google_0035.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Google_0051.jpg,plantseg,plum brown rot Google ,Plum - plum brown rot Google ,Plum,plum_brown_rot_Google_0051.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Google_0077.jpg,plantseg,plum brown rot Google ,Plum - plum brown rot Google ,Plum,plum_brown_rot_Google_0077.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Google_0104.jpg,plantseg,plum brown rot Google ,Plum - plum brown rot Google ,Plum,plum_brown_rot_Google_0104.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_brown_rot_Google_0117.jpg,plantseg,plum brown rot Google ,Plum - plum brown rot Google ,Plum,plum_brown_rot_Google_0117.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_17.jpg,plantseg,plum pocket disease ,Plum - plum pocket disease ,Plum,plum_pocket_disease_17.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_19.jpg,plantseg,plum pocket disease ,Plum - plum pocket disease ,Plum,plum_pocket_disease_19.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_26.jpg,plantseg,plum pocket disease ,Plum - plum pocket disease ,Plum,plum_pocket_disease_26.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_5.jpg,plantseg,plum pocket disease ,Plum - plum pocket disease ,Plum,plum_pocket_disease_5.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_8.jpg,plantseg,plum pocket disease ,Plum - plum pocket disease ,Plum,plum_pocket_disease_8.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0000.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0000.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0001.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0001.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0002.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0002.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0003.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0003.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0004.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0004.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0005.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0005.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0008.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0008.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0011.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0011.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0013.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0013.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0015.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0015.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0021.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0021.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0022.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0022.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0023.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0023.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0024.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0024.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0027.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0027.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0031.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0031.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0033.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0033.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0034.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0034.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0035.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0035.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0039.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0039.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0040.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0040.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0041.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0041.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0043.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0043.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0048.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0048.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0056.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0056.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0059.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0059.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0060.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0060.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0064.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0064.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0065.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0065.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0066.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0066.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0071.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0071.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0094.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0094.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0098.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0098.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0099.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0099.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0101.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0101.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0104.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0104.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0105.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0105.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0115.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0115.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0131.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0131.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0143.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0143.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pocket_disease_google_0161.jpg,plantseg,plum pocket disease,Plum - plum pocket disease,Plum,plum_pocket_disease_google_0161.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0004.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0004.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0018.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0018.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0023.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0023.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0026.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0026.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0037.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0037.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0063.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0063.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0074.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0074.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0077.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0077.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0078.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0078.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0087.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0087.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0096.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0096.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0099.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0099.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0101.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0101.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0104.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0104.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0108.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0108.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0110.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0110.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0111.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0111.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0112.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0112.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0139.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0139.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0142.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0142.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0156.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0156.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Bing_0157.jpg,plantseg,plum pox virus Bing ,Plum - plum pox virus Bing ,Plum,plum_pox_virus_Bing_0157.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Google_0065.jpg,plantseg,plum pox virus Google ,Plum - plum pox virus Google ,Plum,plum_pox_virus_Google_0065.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Google_0115.jpg,plantseg,plum pox virus Google ,Plum - plum pox virus Google ,Plum,plum_pox_virus_Google_0115.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Google_0117.jpg,plantseg,plum pox virus Google ,Plum - plum pox virus Google ,Plum,plum_pox_virus_Google_0117.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_pox_virus_Google_0125.jpg,plantseg,plum pox virus Google ,Plum - plum pox virus Google ,Plum,plum_pox_virus_Google_0125.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0001.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0001.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0002.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0002.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0003.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0003.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0004.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0004.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0005.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0005.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0006.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0006.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0008.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0008.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0009.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0009.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0010.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0010.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0011.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0011.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/plantseg/images/train/plum_rust_Bing_0012.jpg,plantseg,plum rust Bing ,Plum - plum rust Bing ,Plum,plum_rust_Bing_0012.jpg
